id,document_family,record_id,template_variant,tamper_type,final_label,cnn_label,image_path,label_path
family_a_000266_qr_only_mismatch,family_a,a624989dfadd4b88,v1,qr_only_mismatch,forged,genuine,images/family_a/family_a_000266_qr_only_mismatch.png,labels/family_a_000266_qr_only_mismatch.json
family_a_000267_checksum_invalid,family_a,a624989dfadd4b88,v1,checksum_invalid,forged,genuine,images/family_a/family_a_000267_checksum_invalid.png,labels/family_a_000267_checksum_invalid.json
family_a_000268_format_invalid,family_a,a624989dfadd4b88,v1,format_invalid,forged,genuine,images/family_a/family_a_000268_format_invalid.png,labels/family_a_000268_format_invalid.json
family_a_000269_field_missing,family_a,a624989dfadd4b88,v1,field_missing,forged,genuine,images/family_a/family_a_000269_field_missing.png,labels/family_a_000269_field_missing.json
family_a_000270_fine_grained_edit,family_a,a624989dfadd4b88,v1,fine_grained_edit,forged,genuine,images/family_a/family_a_000270_fine_grained_edit.png,labels/family_a_000270_fine_grained_edit.json
family_a_000271_coordinated_full_forgery,family_a,a624989dfadd4b88,v1,coordinated_full_forgery,forged,genuine,images/family_a/family_a_000271_coordinated_full_forgery.png,labels/family_a_000271_coordinated_full_forgery.json
family_a_000272_visual_splice,family_a,a624989dfadd4b88,v1,visual_splice,forged,forged,images/family_a/family_a_000272_visual_splice.png,labels/family_a_000272_visual_splice.json
family_a_000273_visual_splice,family_a,a624989dfadd4b88,v1,visual_splice,forged,forged,images/family_a/family_a_000273_visual_splice.png,labels/family_a_000273_visual_splice.json
family_a_000274_visual_splice,family_a,a624989dfadd4b88,v1,visual_splice,forged,forged,images/family_a/family_a_000274_visual_splice.png,labels/family_a_000274_visual_splice.json
family_a_000275_genuine,family_a,62a08165a306a348,v2,genuine,genuine,genuine,images/family_a/family_a_000275_genuine.png,labels/family_a_000275_genuine.json
family_a_000276_text_qr_mismatch,family_a,62a08165a306a348,v2,text_qr_mismatch,forged,genuine,images/family_a/family_a_000276_text_qr_mismatch.png,labels/family_a_000276_text_qr_mismatch.json
family_a_000277_qr_only_mismatch,family_a,62a08165a306a348,v2,qr_only_mismatch,forged,genuine,images/family_a/family_a_000277_qr_only_mismatch.png,labels/family_a_000277_qr_only_mismatch.json
family_a_000278_checksum_invalid,family_a,62a08165a306a348,v2,checksum_invalid,forged,genuine,images/family_a/family_a_000278_checksum_invalid.png,labels/family_a_000278_checksum_invalid.json
family_a_000279_format_invalid,family_a,62a08165a306a348,v2,format_invalid,forged,genuine,images/family_a/family_a_000279_format_invalid.png,labels/family_a_000279_format_invalid.json
family_a_000280_field_missing,family_a,62a08165a306a348,v2,field_missing,forged,genuine,images/family_a/family_a_000280_field_missing.png,labels/family_a_000280_field_missing.json
family_a_000281_fine_grained_edit,family_a,62a08165a306a348,v2,fine_grained_edit,forged,genuine,images/family_a/family_a_000281_fine_grained_edit.png,labels/family_a_000281_fine_grained_edit.json
family_a_000282_coordinated_full_forgery,family_a,62a08165a306a348,v2,coordinated_full_forgery,forged,genuine,images/family_a/family_a_000282_coordinated_full_forgery.png,labels/family_a_000282_coordinated_full_forgery.json
family_a_000283_visual_splice,family_a,62a08165a306a348,v2,visual_splice,forged,forged,images/family_a/family_a_000283_visual_splice.png,labels/family_a_000283_visual_splice.json
family_a_000284_visual_splice,family_a,62a08165a306a348,v2,visual_splice,forged,forged,images/family_a/family_a_000284_visual_splice.png,labels/family_a_000284_visual_splice.json
family_a_000285_visual_splice,family_a,62a08165a306a348,v2,visual_splice,forged,forged,images/family_a/family_a_000285_visual_splice.png,labels/family_a_000285_visual_splice.json
family_a_000286_genuine,family_a,3fac27e49a34cfc4,v2,genuine,genuine,genuine,images/family_a/family_a_000286_genuine.png,labels/family_a_000286_genuine.json
family_a_000287_text_qr_mismatch,family_a,3fac27e49a34cfc4,v2,text_qr_mismatch,forged,genuine,images/family_a/family_a_000287_text_qr_mismatch.png,labels/family_a_000287_text_qr_mismatch.json
family_a_000288_qr_only_mismatch,family_a,3fac27e49a34cfc4,v2,qr_only_mismatch,forged,genuine,images/family_a/family_a_000288_qr_only_mismatch.png,labels/family_a_000288_qr_only_mismatch.json
family_a_000289_checksum_invalid,family_a,3fac27e49a34cfc4,v2,checksum_invalid,forged,genuine,images/family_a/family_a_000289_checksum_invalid.png,labels/family_a_000289_checksum_invalid.json
family_a_000290_format_invalid,family_a,3fac27e49a34cfc4,v2,format_invalid,forged,genuine,images/family_a/family_a_000290_format_invalid.png,labels/family_a_000290_format_invalid.json
family_a_000291_field_missing,family_a,3fac27e49a34cfc4,v2,field_missing,forged,genuine,images/family_a/family_a_000291_field_missing.png,labels/family_a_000291_field_missing.json
family_a_000292_fine_grained_edit,family_a,3fac27e49a34cfc4,v2,fine_grained_edit,forged,genuine,images/family_a/family_a_000292_fine_grained_edit.png,labels/family_a_000292_fine_grained_edit.json
family_a_000293_coordinated_full_forgery,family_a,3fac27e49a34cfc4,v2,coordinated_full_forgery,forged,genuine,images/family_a/family_a_000293_coordinated_full_forgery.png,labels/family_a_000293_coordinated_full_forgery.json
family_a_000294_visual_splice,family_a,3fac27e49a34cfc4,v2,visual_splice,forged,forged,images/family_a/family_a_000294_visual_splice.png,labels/family_a_000294_visual_splice.json
family_a_000295_visual_splice,family_a,3fac27e49a34cfc4,v2,visual_splice,forged,forged,images/family_a/family_a_000295_visual_splice.png,labels/family_a_000295_visual_splice.json
family_a_000296_visual_splice,family_a,3fac27e49a34cfc4,v2,visual_splice,forged,forged,images/family_a/family_a_000296_visual_splice.png,labels/family_a_000296_visual_splice.json
family_a_000297_genuine,family_a,b0c2ca5c2b4ea50e,v2,genuine,genuine,genuine,images/family_a/family_a_000297_genuine.png,labels/family_a_000297_genuine.json
family_a_000298_text_qr_mismatch,family_a,b0c2ca5c2b4ea50e,v2,text_qr_mismatch,forged,genuine,images/family_a/family_a_000298_text_qr_mismatch.png,labels/family_a_000298_text_qr_mismatch.json
family_a_000299_qr_only_mismatch,family_a,b0c2ca5c2b4ea50e,v2,qr_only_mismatch,forged,genuine,images/family_a/family_a_000299_qr_only_mismatch.png,labels/family_a_000299_qr_only_mismatch.json
family_a_000300_checksum_invalid,family_a,b0c2ca5c2b4ea50e,v2,checksum_invalid,forged,genuine,images/family_a/family_a_000300_checksum_invalid.png,labels/family_a_000300_checksum_invalid.json
family_a_000301_format_invalid,family_a,b0c2ca5c2b4ea50e,v2,format_invalid,forged,genuine,images/family_a/family_a_000301_format_invalid.png,labels/family_a_000301_format_invalid.json
family_a_000302_field_missing,family_a,b0c2ca5c2b4ea50e,v2,field_missing,forged,genuine,images/family_a/family_a_000302_field_missing.png,labels/family_a_000302_field_missing.json
family_a_000303_fine_grained_edit,family_a,b0c2ca5c2b4ea50e,v2,fine_grained_edit,forged,genuine,images/family_a/family_a_000303_fine_grained_edit.png,labels/family_a_000303_fine_grained_edit.json
family_a_000304_coordinated_full_forgery,family_a,b0c2ca5c2b4ea50e,v2,coordinated_full_forgery,forged,genuine,images/family_a/family_a_000304_coordinated_full_forgery.png,labels/family_a_000304_coordinated_full_forgery.json
family_a_000305_visual_splice,family_a,b0c2ca5c2b4ea50e,v2,visual_splice,forged,forged,images/family_a/family_a_000305_visual_splice.png,labels/family_a_000305_visual_splice.json
family_a_000306_visual_splice,family_a,b0c2ca5c2b4ea50e,v2,visual_splice,forged,forged,images/family_a/family_a_000306_visual_splice.png,labels/family_a_000306_visual_splice.json
family_a_000307_visual_splice,family_a,b0c2ca5c2b4ea50e,v2,visual_splice,forged,forged,images/family_a/family_a_000307_visual_splice.png,labels/family_a_000307_visual_splice.json
family_a_000308_genuine,family_a,d2e8d6d2eff7770e,v1,genuine,genuine,genuine,images/family_a/family_a_000308_genuine.png,labels/family_a_000308_genuine.json
family_a_000309_text_qr_mismatch,family_a,d2e8d6d2eff7770e,v1,text_qr_mismatch,forged,genuine,images/family_a/family_a_000309_text_qr_mismatch.png,labels/family_a_000309_text_qr_mismatch.json
family_a_000310_qr_only_mismatch,family_a,d2e8d6d2eff7770e,v1,qr_only_mismatch,forged,genuine,images/family_a/family_a_000310_qr_only_mismatch.png,labels/family_a_000310_qr_only_mismatch.json
family_a_000311_checksum_invalid,family_a,d2e8d6d2eff7770e,v1,checksum_invalid,forged,genuine,images/family_a/family_a_000311_checksum_invalid.png,labels/family_a_000311_checksum_invalid.json
family_a_000312_format_invalid,family_a,d2e8d6d2eff7770e,v1,format_invalid,forged,genuine,images/family_a/family_a_000312_format_invalid.png,labels/family_a_000312_format_invalid.json
family_a_000313_field_missing,family_a,d2e8d6d2eff7770e,v1,field_missing,forged,genuine,images/family_a/family_a_000313_field_missing.png,labels/family_a_000313_field_missing.json
family_a_000314_fine_grained_edit,family_a,d2e8d6d2eff7770e,v1,fine_grained_edit,forged,genuine,images/family_a/family_a_000314_fine_grained_edit.png,labels/family_a_000314_fine_grained_edit.json
family_a_000315_coordinated_full_forgery,family_a,d2e8d6d2eff7770e,v1,coordinated_full_forgery,forged,genuine,images/family_a/family_a_000315_coordinated_full_forgery.png,labels/family_a_000315_coordinated_full_forgery.json
family_a_000316_visual_splice,family_a,d2e8d6d2eff7770e,v1,visual_splice,forged,forged,images/family_a/family_a_000316_visual_splice.png,labels/family_a_000316_visual_splice.json
family_a_000317_visual_splice,family_a,d2e8d6d2eff7770e,v1,visual_splice,forged,forged,images/family_a/family_a_000317_visual_splice.png,labels/family_a_000317_visual_splice.json
family_a_000318_visual_splice,family_a,d2e8d6d2eff7770e,v1,visual_splice,forged,forged,images/family_a/family_a_000318_visual_splice.png,labels/family_a_000318_visual_splice.json
family_a_000319_genuine,family_a,fadde977322ea99f,v2,genuine,genuine,genuine,images/family_a/family_a_000319_genuine.png,labels/family_a_000319_genuine.json
family_a_000320_text_qr_mismatch,family_a,fadde977322ea99f,v2,text_qr_mismatch,forged,genuine,images/family_a/family_a_000320_text_qr_mismatch.png,labels/family_a_000320_text_qr_mismatch.json
family_a_000321_qr_only_mismatch,family_a,fadde977322ea99f,v2,qr_only_mismatch,forged,genuine,images/family_a/family_a_000321_qr_only_mismatch.png,labels/family_a_000321_qr_only_mismatch.json
family_a_000322_checksum_invalid,family_a,fadde977322ea99f,v2,checksum_invalid,forged,genuine,images/family_a/family_a_000322_checksum_invalid.png,labels/family_a_000322_checksum_invalid.json
family_a_000323_format_invalid,family_a,fadde977322ea99f,v2,format_invalid,forged,genuine,images/family_a/family_a_000323_format_invalid.png,labels/family_a_000323_format_invalid.json
family_a_000324_field_missing,family_a,fadde977322ea99f,v2,field_missing,forged,genuine,images/family_a/family_a_000324_field_missing.png,labels/family_a_000324_field_missing.json
family_a_000325_fine_grained_edit,family_a,fadde977322ea99f,v2,fine_grained_edit,forged,genuine,images/family_a/family_a_000325_fine_grained_edit.png,labels/family_a_000325_fine_grained_edit.json
family_a_000326_coordinated_full_forgery,family_a,fadde977322ea99f,v2,coordinated_full_forgery,forged,genuine,images/family_a/family_a_000326_coordinated_full_forgery.png,labels/family_a_000326_coordinated_full_forgery.json
family_a_000327_visual_splice,family_a,fadde977322ea99f,v2,visual_splice,forged,forged,images/family_a/family_a_000327_visual_splice.png,labels/family_a_000327_visual_splice.json
family_a_000328_visual_splice,family_a,fadde977322ea99f,v2,visual_splice,forged,forged,images/family_a/family_a_000328_visual_splice.png,labels/family_a_000328_visual_splice.json
family_a_000329_visual_splice,family_a,fadde977322ea99f,v2,visual_splice,forged,forged,images/family_a/family_a_000329_visual_splice.png,labels/family_a_000329_visual_splice.json
family_a_000330_genuine,family_a,795d2a708b441373,v1,genuine,genuine,genuine,images/family_a/family_a_000330_genuine.png,labels/family_a_000330_genuine.json
family_a_000331_text_qr_mismatch,family_a,795d2a708b441373,v1,text_qr_mismatch,forged,genuine,images/family_a/family_a_000331_text_qr_mismatch.png,labels/family_a_000331_text_qr_mismatch.json
family_a_000332_qr_only_mismatch,family_a,795d2a708b441373,v1,qr_only_mismatch,forged,genuine,images/family_a/family_a_000332_qr_only_mismatch.png,labels/family_a_000332_qr_only_mismatch.json
family_a_000333_checksum_invalid,family_a,795d2a708b441373,v1,checksum_invalid,forged,genuine,images/family_a/family_a_000333_checksum_invalid.png,labels/family_a_000333_checksum_invalid.json
family_a_000334_format_invalid,family_a,795d2a708b441373,v1,format_invalid,forged,genuine,images/family_a/family_a_000334_format_invalid.png,labels/family_a_000334_format_invalid.json
family_a_000335_field_missing,family_a,795d2a708b441373,v1,field_missing,forged,genuine,images/family_a/family_a_000335_field_missing.png,labels/family_a_000335_field_missing.json
family_a_000336_fine_grained_edit,family_a,795d2a708b441373,v1,fine_grained_edit,forged,genuine,images/family_a/family_a_000336_fine_grained_edit.png,labels/family_a_000336_fine_grained_edit.json
family_a_000337_coordinated_full_forgery,family_a,795d2a708b441373,v1,coordinated_full_forgery,forged,genuine,images/family_a/family_a_000337_coordinated_full_forgery.png,labels/family_a_000337_coordinated_full_forgery.json
family_a_000338_visual_splice,family_a,795d2a708b441373,v1,visual_splice,forged,forged,images/family_a/family_a_000338_visual_splice.png,labels/family_a_000338_visual_splice.json
family_a_000339_visual_splice,family_a,795d2a708b441373,v1,visual_splice,forged,forged,images/family_a/family_a_000339_visual_splice.png,labels/family_a_000339_visual_splice.json
family_a_000340_visual_splice,family_a,795d2a708b441373,v1,visual_splice,forged,forged,images/family_a/family_a_000340_visual_splice.png,labels/family_a_000340_visual_splice.json
family_a_000341_genuine,family_a,d676c4d7809e4aff,v2,genuine,genuine,genuine,images/family_a/family_a_000341_genuine.png,labels/family_a_000341_genuine.json
family_a_000342_text_qr_mismatch,family_a,d676c4d7809e4aff,v2,text_qr_mismatch,forged,genuine,images/family_a/family_a_000342_text_qr_mismatch.png,labels/family_a_000342_text_qr_mismatch.json
family_a_000343_qr_only_mismatch,family_a,d676c4d7809e4aff,v2,qr_only_mismatch,forged,genuine,images/family_a/family_a_000343_qr_only_mismatch.png,labels/family_a_000343_qr_only_mismatch.json
family_a_000344_checksum_invalid,family_a,d676c4d7809e4aff,v2,checksum_invalid,forged,genuine,images/family_a/family_a_000344_checksum_invalid.png,labels/family_a_000344_checksum_invalid.json
family_a_000345_format_invalid,family_a,d676c4d7809e4aff,v2,format_invalid,forged,genuine,images/family_a/family_a_000345_format_invalid.png,labels/family_a_000345_format_invalid.json
family_a_000346_field_missing,family_a,d676c4d7809e4aff,v2,field_missing,forged,genuine,images/family_a/family_a_000346_field_missing.png,labels/family_a_000346_field_missing.json
family_a_000347_fine_grained_edit,family_a,d676c4d7809e4aff,v2,fine_grained_edit,forged,genuine,images/family_a/family_a_000347_fine_grained_edit.png,labels/family_a_000347_fine_grained_edit.json
family_a_000348_coordinated_full_forgery,family_a,d676c4d7809e4aff,v2,coordinated_full_forgery,forged,genuine,images/family_a/family_a_000348_coordinated_full_forgery.png,labels/family_a_000348_coordinated_full_forgery.json
family_a_000349_visual_splice,family_a,d676c4d7809e4aff,v2,visual_splice,forged,forged,images/family_a/family_a_000349_visual_splice.png,labels/family_a_000349_visual_splice.json
family_a_000350_visual_splice,family_a,d676c4d7809e4aff,v2,visual_splice,forged,forged,images/family_a/family_a_000350_visual_splice.png,labels/family_a_000350_visual_splice.json
